"CancerType","SampleType","Expression","PatientID"
"ACC","Normal",3.8517070232106,"ACC_N_6"
"ACC","Normal",3.62621480773583,"ACC_N_7"
"ACC","Normal",3.61475584618174,"ACC_N_8"
"ACC","Normal",4.74393403922636,"ACC_N_9"
"ACC","Normal",3.46843542348738,"ACC_N_10"
"ACC","Normal",4.86222869555843,"ACC_N_11"
"ACC","Normal",2.41004996863062,"ACC_N_12"
"ACC","Normal",4.11674321172365,"ACC_N_13"
"ACC","Normal",3.74813560709049,"ACC_N_14"
"ACC","Normal",3.82180546700997,"ACC_N_15"
"ACC","Normal",3.9527637982227,"ACC_N_16"
"ACC","Normal",3.24719344952735,"ACC_N_17"
"ACC","Normal",3.38248630507926,"ACC_N_18"
"ACC","Normal",2.83419190552912,"ACC_N_19"
"ACC","Normal",2.79161923083433,"ACC_N_20"
"ACC","Normal",3.8918751251382,"ACC_N_21"
"ACC","Normal",4.00762003491834,"ACC_N_22"
"ACC","Normal",3.6914555933992,"ACC_N_23"
"ACC","Normal",4.38686618631858,"ACC_N_24"
"ACC","Normal",5.28911996051651,"ACC_N_25"
"ACC","Normal",3.25622727916957,"ACC_N_26"
"BLCA","Tumor",0.818987194078593,"BLCA_T_1"
"BLCA","Tumor",0.840179340193628,"BLCA_T_2"
"BLCA","Tumor",2.55375932635768,"BLCA_T_3"
"BLCA","Tumor",1.24341494960998,"BLCA_T_4"
"BLCA","Tumor",0.30747024440645,"BLCA_T_5"
"BLCA","Tumor",1.70949143641014,"BLCA_T_6"
"BLCA","Tumor",1.38929659422194,"BLCA_T_7"
"BLCA","Tumor",1.53395214256087,"BLCA_T_8"
"BLCA","Tumor",1.91346835778732,"BLCA_T_9"
"BLCA","Tumor",1.15752792486858,"BLCA_T_10"
"BLCA","Tumor",2.17256450517982,"BLCA_T_11"
"BLCA","Tumor",1.30770139484224,"BLCA_T_12"
"BLCA","Tumor",1.85996992057668,"BLCA_T_13"
"BLCA","Tumor",2.62502696981033,"BLCA_T_14"
"BLCA","Tumor",1.96336944749479,"BLCA_T_15"
"BLCA","Tumor",1.20225637112976,"BLCA_T_16"
"BLCA","Tumor",2.67699557511208,"BLCA_T_17"
"BLCA","Tumor",2.52169181262311,"BLCA_T_18"
"BLCA","Tumor",2.07658491616906,"BLCA_T_19"
"BLCA","Tumor",1.76691969177243,"BLCA_T_20"
"BLCA","Tumor",0.900281880621615,"BLCA_T_21"
"BLCA","Tumor",2.88884040519099,"BLCA_T_22"
"BLCA","Tumor",0.927928369513859,"BLCA_T_23"
"BLCA","Tumor",3.71552094967756,"BLCA_T_24"
"BLCA","Tumor",3.06079858284618,"BLCA_T_25"
"BLCA","Tumor",1.29248759756051,"BLCA_T_26"
"BLCA","Tumor",0.501767056354205,"BLCA_T_27"
"BLCA","Tumor",0.817781392961685,"BLCA_T_28"
"BLCA","Tumor",1.78507166581752,"BLCA_T_29"
"BLCA","Tumor",1.28149607819861,"BLCA_T_30"
"BLCA","Tumor",1.18064535726325,"BLCA_T_31"
"BLCA","Tumor",0.57656938939597,"BLCA_T_32"
"BLCA","Tumor",1.48316023185207,"BLCA_T_33"
"BLCA","Tumor",0.74328348720391,"BLCA_T_34"
"BLCA","Tumor",0,"BLCA_T_35"
"BLCA","Tumor",1.14796143637322,"BLCA_T_36"
"BLCA","Tumor",2.44718456572175,"BLCA_T_37"
"BLCA","Tumor",0.952840994052594,"BLCA_T_38"
"BLCA","Tumor",2.13615227888602,"BLCA_T_39"
"BLCA","Tumor",0,"BLCA_T_40"
"BLCA","Tumor",1.47262599113645,"BLCA_T_41"
"BLCA","Tumor",2.04759516060445,"BLCA_T_42"
"BLCA","Tumor",1.8293413188277,"BLCA_T_43"
"BLCA","Tumor",1.63386415080993,"BLCA_T_44"
"BLCA","Tumor",0.88748194835561,"BLCA_T_45"
"BLCA","Tumor",0.678483610627404,"BLCA_T_46"
"BLCA","Tumor",0.504059166056073,"BLCA_T_47"
"BLCA","Tumor",1.64583455376111,"BLCA_T_48"
"BLCA","Tumor",0.580713342476184,"BLCA_T_49"
"BLCA","Tumor",1.03763051296032,"BLCA_T_50"
"BLCA","Tumor",1.27209576446274,"BLCA_T_51"
"BLCA","Tumor",3.37204996189319,"BLCA_T_52"
"BLCA","Tumor",0.876238054965527,"BLCA_T_53"
"BLCA","Tumor",1.76357452894584,"BLCA_T_54"
"BLCA","Tumor",1.6061488062247,"BLCA_T_55"
"BLCA","Tumor",0.566331322530857,"BLCA_T_56"
"BLCA","Tumor",1.45687987053739,"BLCA_T_57"
"BLCA","Tumor",2.97273881508433,"BLCA_T_58"
"BLCA","Tumor",1.9796920097402,"BLCA_T_59"
"BLCA","Tumor",1.56942087865393,"BLCA_T_60"
"BLCA","Tumor",1.10569112432136,"BLCA_T_61"
"BLCA","Tumor",0,"BLCA_T_62"
"BLCA","Tumor",2.65952517007516,"BLCA_T_63"
"BLCA","Tumor",0.067547885736164,"BLCA_T_64"
"BLCA","Tumor",2.26813546753832,"BLCA_T_65"
"BLCA","Tumor",3.43729152587847,"BLCA_T_66"
"BLCA","Tumor",0.0842947956891866,"BLCA_T_67"
"BLCA","Tumor",2.2299722920357,"BLCA_T_68"
"BLCA","Tumor",1.26599046725852,"BLCA_T_69"
"BLCA","Tumor",0,"BLCA_T_70"
"BLCA","Tumor",0.0135203028792346,"BLCA_T_71"
"BLCA","Tumor",0,"BLCA_T_72"
"BLCA","Tumor",0.997281434490683,"BLCA_T_73"
"BLCA","Tumor",0.0664323716650861,"BLCA_T_74"
"BLCA","Tumor",2.21610472963681,"BLCA_T_75"
"BLCA","Tumor",3.62829689718666,"BLCA_T_76"
"BLCA","Tumor",0.241157480625807,"BLCA_T_77"
"BLCA","Tumor",2.31592680413616,"BLCA_T_78"
"BLCA","Tumor",2.2972301976619,"BLCA_T_79"
"BLCA","Tumor",1.8603905356111,"BLCA_T_80"
"BLCA","Tumor",0.519811348383978,"BLCA_T_81"
"BLCA","Tumor",1.40873535003033,"BLCA_T_82"
"BLCA","Tumor",1.24779262149074,"BLCA_T_83"
"BLCA","Tumor",2.09117748988147,"BLCA_T_84"
"BLCA","Tumor",1.15574920055716,"BLCA_T_85"
"BLCA","Normal",3.22852327044737,"BLCA_N_1"
"BLCA","Normal",4.37035712912445,"BLCA_N_2"
"BLCA","Normal",2.68884635132813,"BLCA_N_3"
"BLCA","Normal",2.5200637608545,"BLCA_N_4"
"BLCA","Normal",6.12101990461491,"BLCA_N_5"
"BLCA","Normal",3.19470188613264,"BLCA_N_6"
"BLCA","Normal",3.76677002989356,"BLCA_N_7"
"BLCA","Normal",4.03744369588807,"BLCA_N_8"
"BLCA","Normal",3.14116345609399,"BLCA_N_9"
"BLCA","Normal",3.94167759211187,"BLCA_N_10"
"BLCA","Normal",3.82335957856905,"BLCA_N_11"
"BLCA","Normal",3.35588355054763,"BLCA_N_12"
"BLCA","Normal",3.58042238348124,"BLCA_N_13"
"BLCA","Normal",3.50093415367021,"BLCA_N_14"
"BLCA","Normal",5.23094947587393,"BLCA_N_15"
"BLCA","Normal",2.93511907964272,"BLCA_N_16"
"BLCA","Normal",2.65139094300125,"BLCA_N_17"
"BLCA","Normal",3.55841867599785,"BLCA_N_18"
"BLCA","Normal",3.7765725562155,"BLCA_N_19"
"BLCA","Normal",3.87740673978913,"BLCA_N_20"
"BLCA","Normal",3.1614956904921,"BLCA_N_21"
"BLCA","Normal",2.67752704948403,"BLCA_N_22"
"BLCA","Normal",4.53873609753258,"BLCA_N_23"
"BLCA","Normal",3.24846764629814,"BLCA_N_24"
"BLCA","Normal",2.83577766653829,"BLCA_N_25"
"BLCA","Normal",3.33916430150811,"BLCA_N_26"
"BLCA","Normal",3.37044724118214,"BLCA_N_27"
"BLCA","Normal",4.4161241884319,"BLCA_N_28"
"BLCA","Normal",3.59597779041874,"BLCA_N_29"
"BLCA","Normal",4.1314309848086,"BLCA_N_30"
"BLCA","Normal",3.12875434292318,"BLCA_N_31"
"BLCA","Normal",3.69974420432627,"BLCA_N_32"
"BLCA","Normal",3.26843922746832,"BLCA_N_33"
"BLCA","Normal",3.60385477919984,"BLCA_N_34"
"BLCA","Normal",2.81189727027895,"BLCA_N_35"
"BLCA","Normal",2.47954672999861,"BLCA_N_36"
"BLCA","Normal",5.12595866445936,"BLCA_N_37"
"BLCA","Normal",4.00875501559892,"BLCA_N_38"
"BLCA","Normal",2.52717086736103,"BLCA_N_39"
"BRCA","Tumor",3.17863994343361,"BRCA_T_1"
"BRCA","Tumor",0,"BRCA_T_2"
"BRCA","Tumor",0.995617064424507,"BRCA_T_3"
"BRCA","Tumor",0.677015100820769,"BRCA_T_4"
"BRCA","Tumor",0,"BRCA_T_5"
"BRCA","Tumor",1.27307767382108,"BRCA_T_6"
"BRCA","Tumor",1.76355783940136,"BRCA_T_7"
"BRCA","Tumor",0.798034193817423,"BRCA_T_8"
"BRCA","Tumor",0,"BRCA_T_9"
"BRCA","Tumor",0.340296441931053,"BRCA_T_10"
"BRCA","Tumor",0,"BRCA_T_11"
"BRCA","Tumor",1.172991525914,"BRCA_T_12"
"BRCA","Tumor",0.340887424919088,"BRCA_T_13"
"BRCA","Tumor",1.12513137401709,"BRCA_T_14"
"BRCA","Tumor",0.519174092271354,"BRCA_T_15"
"BRCA","Tumor",1.89503192565731,"BRCA_T_16"
"BRCA","Tumor",0.963391844946204,"BRCA_T_17"
"BRCA","Tumor",3.51134376660583,"BRCA_T_18"
"BRCA","Tumor",1.08946541161463,"BRCA_T_19"
"BRCA","Tumor",0.770665231370374,"BRCA_T_20"
"BRCA","Tumor",0,"BRCA_T_21"
"BRCA","Tumor",1.01498541028898,"BRCA_T_22"
"BRCA","Tumor",0,"BRCA_T_23"
"BRCA","Tumor",1.35239949615815,"BRCA_T_24"
"BRCA","Tumor",0,"BRCA_T_25"
"BRCA","Tumor",1.25230941696086,"BRCA_T_26"
"BRCA","Tumor",0.417319829657788,"BRCA_T_27"
"BRCA","Tumor",0,"BRCA_T_28"
"BRCA","Tumor",2.03011808326644,"BRCA_T_29"
"BRCA","Tumor",1.46986987775733,"BRCA_T_30"
"BRCA","Tumor",0,"BRCA_T_31"
"BRCA","Tumor",0.642386999011078,"BRCA_T_32"
"BRCA","Tumor",0,"BRCA_T_33"
"BRCA","Tumor",0.192713822872827,"BRCA_T_34"
"BRCA","Tumor",1.30245235782033,"BRCA_T_35"
"BRCA","Tumor",1.68253962138626,"BRCA_T_36"
"BRCA","Tumor",1.72630472156591,"BRCA_T_37"
"BRCA","Tumor",1.49630945411147,"BRCA_T_38"
"BRCA","Tumor",0.6636751576387,"BRCA_T_39"
"BRCA","Tumor",0,"BRCA_T_40"
"BRCA","Tumor",1.34164128131329,"BRCA_T_41"
"BRCA","Tumor",1.69566134870497,"BRCA_T_42"
"BRCA","Tumor",1.29263751841387,"BRCA_T_43"
"BRCA","Tumor",0,"BRCA_T_44"
"BRCA","Tumor",1.26591333544813,"BRCA_T_45"
"BRCA","Tumor",1.77487905852671,"BRCA_T_46"
"BRCA","Tumor",0,"BRCA_T_47"
"BRCA","Tumor",1.33214042309993,"BRCA_T_48"
"BRCA","Tumor",3.25757583481326,"BRCA_T_49"
"BRCA","Tumor",0,"BRCA_T_50"
"BRCA","Tumor",1.59898063721405,"BRCA_T_51"
"BRCA","Tumor",0.461882315212868,"BRCA_T_52"
"BRCA","Tumor",0,"BRCA_T_53"
"BRCA","Tumor",0,"BRCA_T_54"
"BRCA","Tumor",0.813073611759326,"BRCA_T_55"
"BRCA","Tumor",0.394315708501369,"BRCA_T_56"
"BRCA","Tumor",0,"BRCA_T_57"
"BRCA","Tumor",0.538580243720994,"BRCA_T_58"
"BRCA","Tumor",0,"BRCA_T_59"
"BRCA","Tumor",1.54269681016207,"BRCA_T_60"
"BRCA","Tumor",1.69995419076765,"BRCA_T_61"
"BRCA","Tumor",0.457174595089618,"BRCA_T_62"
"BRCA","Tumor",0,"BRCA_T_63"
"BRCA","Tumor",1.26811723527626,"BRCA_T_64"
"BRCA","Tumor",0,"BRCA_T_65"
"BRCA","Tumor",0.287062141737415,"BRCA_T_66"
"BRCA","Tumor",1.29225579973042,"BRCA_T_67"
"BRCA","Tumor",1.70520020841806,"BRCA_T_68"
"BRCA","Tumor",1.44353847704823,"BRCA_T_69"
"BRCA","Tumor",1.7543843611465,"BRCA_T_70"
"BRCA","Tumor",0.204052272266872,"BRCA_T_71"
"BRCA","Tumor",0,"BRCA_T_72"
"BRCA","Tumor",0.210965736329468,"BRCA_T_73"
"BRCA","Tumor",2.6042263381094,"BRCA_T_74"
"BRCA","Tumor",1.85851407324409,"BRCA_T_75"
"BRCA","Tumor",0.511254725283113,"BRCA_T_76"
"BRCA","Tumor",0,"BRCA_T_77"
"BRCA","Tumor",2.0194257207214,"BRCA_T_78"
"BRCA","Tumor",1.02290388671011,"BRCA_T_79"
"BRCA","Tumor",0.878175009141731,"BRCA_T_80"
"BRCA","Tumor",0,"BRCA_T_81"
"BRCA","Tumor",2.27414771871691,"BRCA_T_82"
"BRCA","Tumor",0,"BRCA_T_83"
"BRCA","Tumor",1.19868535005183,"BRCA_T_84"
"BRCA","Tumor",1.68959715885853,"BRCA_T_85"
"BRCA","Tumor",2.00421803397904,"BRCA_T_86"
"BRCA","Tumor",2.11998116349391,"BRCA_T_87"
"BRCA","Normal",2.61585241498245,"BRCA_N_1"
"BRCA","Normal",1.12793517905368,"BRCA_N_2"
"BRCA","Normal",1.43762778930818,"BRCA_N_3"
"BRCA","Normal",2.23788258065573,"BRCA_N_4"
"BRCA","Normal",2.14652030090199,"BRCA_N_5"
"BRCA","Normal",2.21938597050474,"BRCA_N_6"
"BRCA","Normal",0.841201081352813,"BRCA_N_7"
"BRCA","Normal",2.90516166643472,"BRCA_N_8"
"BRCA","Normal",1.35653617894461,"BRCA_N_9"
"BRCA","Normal",2.79665695796595,"BRCA_N_10"
"BRCA","Normal",0.222453333375889,"BRCA_N_11"
"BRCA","Normal",1.31996235128385,"BRCA_N_12"
"BRCA","Normal",2.30310713897583,"BRCA_N_13"
"BRCA","Normal",0.730981732422222,"BRCA_N_14"
"BRCA","Normal",0.701024307626265,"BRCA_N_15"
"BRCA","Normal",0.552344519314944,"BRCA_N_16"
"BRCA","Normal",0.461164858729469,"BRCA_N_17"
"BRCA","Normal",0.95344785565614,"BRCA_N_18"
"BRCA","Normal",1.56811882056764,"BRCA_N_19"
"BRCA","Normal",0,"BRCA_N_20"
"BRCA","Normal",1.47275982889829,"BRCA_N_21"
"BRCA","Normal",2.29251551933372,"BRCA_N_22"
"BRCA","Normal",2.93323469679281,"BRCA_N_23"
"BRCA","Normal",2.34411627596093,"BRCA_N_24"
"BRCA","Normal",1.90859529323723,"BRCA_N_25"
"BRCA","Normal",0,"BRCA_N_26"
"BRCA","Normal",0.821970115795033,"BRCA_N_27"
"BRCA","Normal",1.02153831693437,"BRCA_N_28"
"BRCA","Normal",1.86599460440597,"BRCA_N_29"
"BRCA","Normal",1.21863841499744,"BRCA_N_30"
"BRCA","Normal",0.296256579752321,"BRCA_N_31"
"BRCA","Normal",2.65072404867575,"BRCA_N_32"
"BRCA","Normal",2.03228851563723,"BRCA_N_33"
"BRCA","Normal",1.49311970019328,"BRCA_N_34"
"BRCA","Normal",2.27766237046111,"BRCA_N_35"
"BRCA","Normal",0.232156052412481,"BRCA_N_36"
"BRCA","Normal",1.8318317204323,"BRCA_N_37"
"BRCA","Normal",0.884845581149721,"BRCA_N_38"
"BRCA","Normal",1.85017189968103,"BRCA_N_39"
"BRCA","Normal",1.2545179184724,"BRCA_N_40"
"BRCA","Normal",1.80954405262562,"BRCA_N_41"
"BRCA","Normal",2.37158957424797,"BRCA_N_42"
"BRCA","Normal",1.30900755445398,"BRCA_N_43"
"BRCA","Normal",2.11722239176213,"BRCA_N_44"
"BRCA","Normal",0.352428254082075,"BRCA_N_45"
"BRCA","Normal",0.725891929851646,"BRCA_N_46"
"BRCA","Normal",2.518549651311,"BRCA_N_47"
"BRCA","Normal",1.6050858606196,"BRCA_N_48"
"BRCA","Normal",0,"BRCA_N_49"
"BRCA","Normal",0.211945520534558,"BRCA_N_50"
"CESC","Tumor",0.427318638045164,"CESC_T_1"
"CESC","Tumor",1.13148021027148,"CESC_T_2"
"CESC","Tumor",1.82916381431941,"CESC_T_3"
"CESC","Tumor",2.47030119255741,"CESC_T_4"
"CESC","Tumor",1.38905402093631,"CESC_T_5"
"CESC","Tumor",0.310424829342362,"CESC_T_6"
"CESC","Tumor",0.599319933535163,"CESC_T_7"
"CESC","Tumor",1.60642922692227,"CESC_T_8"
"CESC","Tumor",0.181980151671283,"CESC_T_9"
"CESC","Tumor",1.47148697674295,"CESC_T_10"
"CESC","Tumor",0,"CESC_T_11"
"CESC","Tumor",0.892023137063422,"CESC_T_12"
"CESC","Tumor",0.618897309364263,"CESC_T_13"
"CESC","Tumor",2.35299791179073,"CESC_T_14"
"CESC","Tumor",1.5984293241443,"CESC_T_15"
"CESC","Tumor",0.947002064970095,"CESC_T_16"
"CESC","Tumor",1.08276239229107,"CESC_T_17"
"CESC","Tumor",1.31410220011597,"CESC_T_18"
"CESC","Tumor",1.87271572394583,"CESC_T_19"
"CESC","Tumor",0.968037630079015,"CESC_T_20"
"CESC","Tumor",0,"CESC_T_21"
"CESC","Tumor",0.0239899481375925,"CESC_T_22"
"CESC","Tumor",1.83840298459562,"CESC_T_23"
"CESC","Tumor",2.397724961425,"CESC_T_24"
"CESC","Tumor",1.95597615897991,"CESC_T_25"
"CESC","Tumor",1.54840553990382,"CESC_T_26"
"CESC","Tumor",0,"CESC_T_27"
"CESC","Tumor",2.41161261178249,"CESC_T_28"
"CESC","Tumor",2.69769492012602,"CESC_T_29"
"CESC","Tumor",0.782394297772548,"CESC_T_30"
"CESC","Tumor",3.55094071031373,"CESC_T_31"
"CESC","Tumor",0,"CESC_T_32"
"CESC","Tumor",0.218308425185701,"CESC_T_33"
"CESC","Tumor",1.50833717707657,"CESC_T_34"
"CESC","Tumor",1.33189927482662,"CESC_T_35"
"CESC","Tumor",0,"CESC_T_36"
"CESC","Tumor",2.89356146301405,"CESC_T_37"
"CESC","Tumor",0.585476046643143,"CESC_T_38"
"CESC","Tumor",0,"CESC_T_39"
"CESC","Tumor",1.23635688905893,"CESC_T_40"
"CESC","Tumor",2.47974788497899,"CESC_T_41"
"CESC","Tumor",0.433511413004581,"CESC_T_42"
"CESC","Tumor",0.543708652214571,"CESC_T_43"
"CESC","Normal",1.91235585653494,"CESC_N_1"
"CESC","Normal",2.58449368652155,"CESC_N_2"
"CESC","Normal",3.07750761055851,"CESC_N_3"
"CESC","Normal",3.47337583993521,"CESC_N_4"
"CESC","Normal",3.45680819053777,"CESC_N_5"
"CESC","Normal",2.22420091490567,"CESC_N_6"
"CESC","Normal",2.57417433381949,"CESC_N_7"
"CESC","Normal",3.46006877538324,"CESC_N_8"
"CESC","Normal",3.49250336112682,"CESC_N_9"
"CESC","Normal",3.07961772734031,"CESC_N_10"
"CESC","Normal",2.68424591741527,"CESC_N_11"
"CHOL","Tumor",3.8526315781083,"CHOL_T_1"
"CHOL","Tumor",3.71931420756202,"CHOL_T_2"
"CHOL","Tumor",3.51217379960394,"CHOL_T_3"
"CHOL","Tumor",3.16465450350233,"CHOL_T_4"
"CHOL","Tumor",3.10014260882355,"CHOL_T_5"
"CHOL","Tumor",3.40294080995941,"CHOL_T_6"
"CHOL","Tumor",2.07108862055787,"CHOL_T_7"
"CHOL","Tumor",5.60700561837585,"CHOL_T_8"
"CHOL","Tumor",3.69019729430835,"CHOL_T_9"
"CHOL","Tumor",4.17922427794722,"CHOL_T_10"
"CHOL","Tumor",4.25619181032079,"CHOL_T_11"
"CHOL","Tumor",4.94172507941227,"CHOL_T_12"
"CHOL","Tumor",2.66191368331805,"CHOL_T_13"
"CHOL","Tumor",2.6007126719386,"CHOL_T_14"
"CHOL","Tumor",3.90103674567919,"CHOL_T_15"
"CHOL","Tumor",3.2535664530725,"CHOL_T_16"
"CHOL","Tumor",6.11285032028684,"CHOL_T_17"
"CHOL","Tumor",2.31231527949644,"CHOL_T_18"
"CHOL","Tumor",2.1343320019243,"CHOL_T_19"
"CHOL","Tumor",4.37062795508094,"CHOL_T_20"
"CHOL","Tumor",4.49096788183482,"CHOL_T_21"
"CHOL","Tumor",4.33115762917594,"CHOL_T_22"
"CHOL","Tumor",3.92747406742677,"CHOL_T_23"
"CHOL","Tumor",4.15070853890302,"CHOL_T_24"
"CHOL","Tumor",2.44837519149629,"CHOL_T_25"
"CHOL","Tumor",4.37790195418047,"CHOL_T_26"
"CHOL","Tumor",2.57047547337249,"CHOL_T_27"
"CHOL","Tumor",3.11094688827758,"CHOL_T_28"
"CHOL","Tumor",1.3875388746066,"CHOL_T_29"
"CHOL","Tumor",2.61963753761297,"CHOL_T_30"
"CHOL","Tumor",4.3477756970203,"CHOL_T_31"
"CHOL","Tumor",4.31426272988027,"CHOL_T_32"
"CHOL","Tumor",3.58482034644164,"CHOL_T_33"
"CHOL","Tumor",2.57173785092932,"CHOL_T_34"
"CHOL","Tumor",4.96715865050745,"CHOL_T_35"
"CHOL","Tumor",2.02189278148144,"CHOL_T_36"
"CHOL","Tumor",3.66707649532168,"CHOL_T_37"
"CHOL","Tumor",3.13546921232396,"CHOL_T_38"
"CHOL","Tumor",2.54160818163642,"CHOL_T_39"
"CHOL","Tumor",3.86650932822825,"CHOL_T_40"
"CHOL","Tumor",2.79073959056072,"CHOL_T_41"
"CHOL","Tumor",3.81454086927041,"CHOL_T_42"
"CHOL","Tumor",4.19556883068923,"CHOL_T_43"
"CHOL","Tumor",4.25075614794602,"CHOL_T_44"
"CHOL","Tumor",4.0825754451405,"CHOL_T_45"
"CHOL","Tumor",5.15809091415179,"CHOL_T_46"
"CHOL","Normal",4.27373998740066,"CHOL_N_1"
"CHOL","Normal",3.58590601440543,"CHOL_N_2"
"CHOL","Normal",3.22972671139874,"CHOL_N_3"
"CHOL","Normal",3.87807469388022,"CHOL_N_4"
"CHOL","Normal",4.09687283745814,"CHOL_N_5"
"CHOL","Normal",4.45246013284554,"CHOL_N_6"
"CHOL","Normal",2.10394828976501,"CHOL_N_7"
"CHOL","Normal",2.43671446243936,"CHOL_N_8"
"CHOL","Normal",4.89013974983712,"CHOL_N_9"
"CHOL","Normal",4.58312095457581,"CHOL_N_10"
"CHOL","Normal",4.09404903601272,"CHOL_N_11"
"CHOL","Normal",4.31796060257542,"CHOL_N_12"
"CHOL","Normal",4.47955781099938,"CHOL_N_13"
"CHOL","Normal",1.61707963811403,"CHOL_N_14"
"CHOL","Normal",4.63403955419763,"CHOL_N_15"
"CHOL","Normal",3.35782779963672,"CHOL_N_16"
"CHOL","Normal",3.93031134139154,"CHOL_N_17"
"CHOL","Normal",3.50969163617971,"CHOL_N_18"
"CHOL","Normal",4.44338984014957,"CHOL_N_19"
"CHOL","Normal",3.46703991772209,"CHOL_N_20"
"COAD","Tumor",3.69095845750492,"COAD_T_1"
"COAD","Tumor",4.34241686909876,"COAD_T_2"
"COAD","Tumor",2.72637950291519,"COAD_T_3"
"COAD","Tumor",3.79740357036391,"COAD_T_4"
"COAD","Tumor",2.55359639390806,"COAD_T_5"
"COAD","Tumor",4.69487442455139,"COAD_T_6"
"COAD","Tumor",1.57054766919431,"COAD_T_7"
"COAD","Tumor",3.52895267044343,"COAD_T_8"
"COAD","Tumor",3.34530695093979,"COAD_T_9"
"COAD","Tumor",2.56641001148718,"COAD_T_10"
"COAD","Tumor",3.14594321188077,"COAD_T_11"
"COAD","Tumor",3.04067901327497,"COAD_T_12"
"COAD","Tumor",2.54189906535349,"COAD_T_13"
"COAD","Tumor",1.84705736178576,"COAD_T_14"
"COAD","Tumor",5.3353363178064,"COAD_T_15"
"COAD","Tumor",2.00919885159087,"COAD_T_16"
"COAD","Tumor",3.36665026463925,"COAD_T_17"
"COAD","Tumor",3.42678718501135,"COAD_T_18"
"COAD","Tumor",2.47304092178416,"COAD_T_19"
"COAD","Tumor",3.72841638163734,"COAD_T_20"
"COAD","Tumor",2.3624636744028,"COAD_T_21"
"COAD","Tumor",3.49921307873594,"COAD_T_22"
"COAD","Tumor",1.86879377108389,"COAD_T_23"
"COAD","Tumor",2.93885635179645,"COAD_T_24"
"COAD","Tumor",3.92054273524061,"COAD_T_25"
"COAD","Tumor",1.09611659263486,"COAD_T_26"
"COAD","Tumor",3.34912407840495,"COAD_T_27"
"COAD","Tumor",4.11179562169832,"COAD_T_28"
"COAD","Tumor",3.87767002634743,"COAD_T_29"
"COAD","Tumor",4.25119642458094,"COAD_T_30"
"COAD","Tumor",2.53088635551179,"COAD_T_31"
"COAD","Tumor",3.38518866012696,"COAD_T_32"
"COAD","Tumor",2.79397027542861,"COAD_T_33"
"COAD","Tumor",3.30055018171964,"COAD_T_34"
"COAD","Tumor",4.50613940970301,"COAD_T_35"
"COAD","Tumor",3.27804452091699,"COAD_T_36"
"COAD","Tumor",2.32065337992753,"COAD_T_37"
"COAD","Tumor",3.79096300334835,"COAD_T_38"
"COAD","Tumor",4.60471870757673,"COAD_T_39"
